Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP,PAR,Salinity,Descent Rate (m/s),Flag,DOY
5/4/2018 12:13,2.749,13.0386,3.3147,3.1217,28.839,21.916124,9.7758,92.775,7.436,345.7839,97.847,1.983977146,0.062,0,124.5096875
5/4/2018 12:13,2.764,13.0132,3.3126,3.1183,28.846,21.921265,9.7751,92.768,7.431,346.0254,96.403,1.985799196,0.065,0,124.5096875
5/4/2018 12:13,2.775,12.9977,3.3094,3.1676,28.85,21.92276,9.772,92.733,7.422,345.9519,95.22,1.986892245,0.067,0,124.5096875
5/4/2018 12:13,2.79,12.9951,3.3492,3.2596,28.871,21.934187,9.7682,92.678,7.414,345.9275,93.524,1.988557581,0.067,0,124.5096875
5/4/2018 12:13,2.812,12.9945,3.417,3.3148,28.878,21.932465,9.7644,92.617,7.409,346.0742,91.24,1.989098389,0.068,0,124.5096875
5/4/2018 12:13,2.837,12.9943,3.4495,3.3471,28.847,21.901932,9.757,92.525,7.408,346.1765,89.492,1.986847661,0.071,0,124.5096875
5/4/2018 12:13,2.854,12.9949,3.4475,3.3747,28.831,21.882417,9.748,92.413,7.407,346.2181,88.506,1.985649725,0.074,0,124.5096875
5/4/2018 12:13,2.867,12.9843,3.4388,3.344,28.848,21.886939,9.7376,92.282,7.404,346.2338,87.1,1.987437606,0.074,0,124.5096875
5/4/2018 12:13,2.884,12.9691,3.4443,3.3123,28.868,21.893121,9.7221,92.104,7.4,346.2808,85.055,1.989683469,0.07,0,124.5096875
5/4/2018 12:13,2.906,12.9609,3.4594,3.3268,28.876,21.893669,9.7026,91.902,7.397,346.4418,83.215,1.990691854,0.068,0,124.5096875
5/4/2018 12:13,2.928,12.9483,3.4558,3.3053,28.876,21.893557,9.6834,91.716,7.396,346.7179,82.401,1.991345128,0.069,0,124.5096875
5/4/2018 12:13,2.943,12.9317,3.4286,3.2658,28.876,21.891777,9.668,91.566,7.392,346.8657,81.781,1.992206696,0.072,0,124.5096875
5/4/2018 12:13,2.955,12.9137,3.3975,3.2766,28.856,21.872138,9.6582,91.456,7.388,346.8512,80.261,1.991680629,0.074,0,124.5096875
5/4/2018 12:13,2.971,12.9044,3.383,3.3136,28.836,21.846538,9.6534,91.374,7.384,346.9727,78.49,1.990701862,0.075,0,124.5096875
5/4/2018 12:13,2.994,12.9077,3.3818,3.3474,28.845,21.836161,9.6514,91.296,7.381,347.1303,77.055,1.991187404,0.077,0,124.5096875
